pm10,date,temperature_2m,relativehumidity_2m,windspeed_10m
10.0,2023-03-09 01:00:00,6.9,86.0,18.3
45.0,2023-02-22 23:00:00,4.1,90.0,5.5
19.0,2023-02-28 01:00:00,-0.9,78.0,5.6
5.0,2023-02-26 15:00:00,3.6,46.0,21.9
21.0,2023-03-03 13:00:00,8.3,68.0,5.1
30.0,2023-03-01 16:00:00,3.2,87.0,11.7
6.0,2023-02-26 14:00:00,4.0,44.0,24.2
3.0,2023-03-14 12:00:00,4.668407310704956,77.81462140992167,9.1639686684073
46.0,2023-03-07 17:00:00,7.7,73.0,12.1
15.0,2023-02-26 09:00:00,2.1,63.0,20.0
30.0,2023-03-05 10:00:00,6.0,63.0,10.2
13.0,2023-03-02 00:00:00,2.8,91.0,9.3
12.0,2023-02-25 15:00:00,8.6,65.0,8.4
23.0,2023-03-04 03:00:00,-0.1,94.0,3.3
22.0,2023-03-12 23:00:00,4.668407310704956,77.81462140992167,9.1639686684073
9.0,2023-03-02 06:00:00,2.3,98.0,8.1
37.0,2023-02-22 16:00:00,12.0,68.0,5.9
22.0,2023-02-28 11:00:00,2.6,62.0,6.0
28.0,2023-02-24 02:00:00,0.4,95.0,9.5
5.0,2023-03-12 05:00:00,4.668407310704956,77.81462140992167,9.1639686684073
27.0,2023-02-24 03:00:00,0.1,96.0,9.5
21.0,2023-02-25 00:00:00,6.0,87.0,21.7
28.0,2023-03-01 20:00:00,2.3,98.0,8.0
12.0,2023-02-27 17:00:00,1.6,52.0,10.4
4.0,2023-02-27 02:00:00,-0.3,62.0,15.2
5.0,2023-02-27 00:00:00,-0.0,60.0,14.8
13.0,2023-03-13 06:00:00,4.668407310704956,77.81462140992167,9.1639686684073
38.0,2023-03-12 20:00:00,4.668407310704956,77.81462140992167,9.1639686684073
31.0,2023-02-24 17:00:00,9.3,68.0,19.6
28.0,2023-03-01 19:00:00,2.3,98.0,9.7
8.0,2023-03-14 09:00:00,4.668407310704956,77.81462140992167,9.1639686684073
16.0,2023-02-28 03:00:00,-0.8,77.0,5.5
4.0,2023-02-26 16:00:00,3.2,47.0,19.3
3.0,2023-03-14 17:00:00,4.668407310704956,77.81462140992167,9.1639686684073
4.0,2023-03-14 11:00:00,4.668407310704956,77.81462140992167,9.1639686684073
10.0,2023-03-14 01:00:00,4.668407310704956,77.81462140992167,9.1639686684073
6.0,2023-03-16 06:00:00,4.668407310704956,77.81462140992167,9.1639686684073
6.0,2023-03-11 19:00:00,4.668407310704956,77.81462140992167,9.1639686684073
3.0,2023-03-11 07:00:00,4.668407310704956,77.81462140992167,9.1639686684073
27.0,2023-03-05 09:00:00,4.8,68.0,7.7
3.0,2023-03-15 02:00:00,4.668407310704956,77.81462140992167,9.1639686684073
29.0,2023-03-05 12:00:00,7.4,59.0,10.0
17.0,2023-03-10 07:00:00,4.668407310704956,77.81462140992167,9.1639686684073
19.0,2023-02-24 11:00:00,11.5,60.0,20.9
9.0,2023-03-12 15:00:00,4.668407310704956,77.81462140992167,9.1639686684073
6.0,2023-03-08 15:00:00,12.9,56.0,22.3
8.0,2023-03-11 20:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-15 12:00:00,4.668407310704956,77.81462140992167,9.1639686684073
21.0,2023-02-28 09:00:00,1.1,72.0,6.0
32.0,2023-03-13 22:00:00,4.668407310704956,77.81462140992167,9.1639686684073
16.0,2023-03-13 02:00:00,4.668407310704956,77.81462140992167,9.1639686684073
26.0,2023-03-01 08:00:00,1.2,74.0,11.0
4.0,2023-03-15 05:00:00,4.668407310704956,77.81462140992167,9.1639686684073
13.0,2023-03-16 00:00:00,4.668407310704956,77.81462140992167,9.1639686684073
19.67161410018553,2023-02-26 02:00:00,0.9,96.0,6.6
5.0,2023-03-16 14:00:00,4.668407310704956,77.81462140992167,9.1639686684073
4.0,2023-03-16 11:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-16 13:00:00,4.668407310704956,77.81462140992167,9.1639686684073
4.0,2023-03-16 15:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-16 17:00:00,4.668407310704956,77.81462140992167,9.1639686684073
4.0,2023-03-16 12:00:00,4.668407310704956,77.81462140992167,9.1639686684073
6.0,2023-03-16 08:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-16 09:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-16 10:00:00,4.668407310704956,77.81462140992167,9.1639686684073
5.0,2023-03-16 16:00:00,4.668407310704956,77.81462140992167,9.1639686684073
